Region,Distrito,Municipio,Codigo,Escuela,Categoria,Graduados,Cohorte,Tasa
ARECIBO,CAMUY,QUEBRADILLAS,17368,MANUEL RAMOS HERNÁNDEZ,OTRO ORIGEN ÉTNICO,0,0,0%
ARECIBO,CAMUY,QUEBRADILLAS,17368,MANUEL RAMOS HERNÁNDEZ,FEMENINO,102,108,94.44%
ARECIBO,CAMUY,QUEBRADILLAS,17368,MANUEL RAMOS HERNÁNDEZ,MASCULINO,81,98,82.65%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),TODOS,195,270,72.22%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),IMPEDIDOS,29,55,52.72%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),BAJO NIVEL DE POBREZA,125,191,65.44%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),PUERTORRIQUEÑOS,187,257,72.76%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),HISPANOS NO PUERTORRIQUEÑOS,8,13,61.53%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),BLANCOS NO HISPANOS,0,0,0%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),OTRO ORIGEN ÉTNICO,0,0,0%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),FEMENINO,99,123,80.48%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),MASCULINO,96,147,65.3%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),TODOS,370,412,89.8%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),IMPEDIDOS,49,57,85.96%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),BAJO NIVEL DE POBREZA,246,274,89.78%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),PUERTORRIQUEÑOS,362,400,90.5%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),HISPANOS NO PUERTORRIQUEÑOS,8,12,66.66%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),BLANCOS NO HISPANOS,0,0,0%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),OTRO ORIGEN ÉTNICO,0,0,0%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),FEMENINO,161,179,89.94%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),MASCULINO,209,233,89.69%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANÍBAL REYES BELÉN (SUP NUEVA),TODOS,208,273,76.19%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANÍBAL REYES BELÉN (SUP NUEVA),IMPEDIDOS,34,56,60.71%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANÍBAL REYES BELÉN (SUP NUEVA),BAJO NIVEL DE POBREZA,122,171,71.34%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANÍBAL REYES BELÉN (SUP NUEVA),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANÍBAL REYES BELÉN (SUP NUEVA),PUERTORRIQUEÑOS,204,267,76.4%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANÍBAL REYES BELÉN (SUP NUEVA),HISPANOS NO PUERTORRIQUEÑOS,2,3,66.66%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANÍBAL REYES BELÉN (SUP NUEVA),BLANCOS NO HISPANOS,2,3,66.66%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANÍBAL REYES BELÉN (SUP NUEVA),OTRO ORIGEN ÉTNICO,0,0,0%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANÍBAL REYES BELÉN (SUP NUEVA),FEMENINO,102,120,85%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANÍBAL REYES BELÉN (SUP NUEVA),MASCULINO,106,153,69.28%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,TODOS,158,223,70.85%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,IMPEDIDOS,26,42,61.9%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,BAJO NIVEL DE POBREZA,112,169,66.27%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,PUERTORRIQUEÑOS,157,222,70.72%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,BLANCOS NO HISPANOS,1,1,100%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,OTRO ORIGEN ÉTNICO,0,0,0%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,FEMENINO,83,112,74.1%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,MASCULINO,75,111,67.56%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARÍA CADILLA DE HERNÁNDEZ,TODOS,150,226,66.37%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARÍA CADILLA DE HERNÁNDEZ,IMPEDIDOS,34,67,50.74%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARÍA CADILLA DE HERNÁNDEZ,BAJO NIVEL DE POBREZA,108,165,65.45%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARÍA CADILLA DE HERNÁNDEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARÍA CADILLA DE HERNÁNDEZ,PUERTORRIQUEÑOS,149,224,66.51%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARÍA CADILLA DE HERNÁNDEZ,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARÍA CADILLA DE HERNÁNDEZ,BLANCOS NO HISPANOS,0,1,0%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARÍA CADILLA DE HERNÁNDEZ,OTRO ORIGEN ÉTNICO,0,0,0%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARÍA CADILLA DE HERNÁNDEZ,FEMENINO,90,125,72%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARÍA CADILLA DE HERNÁNDEZ,MASCULINO,60,101,59.4%
BAYAMÓN,OROCOVIS,MOROVIS,18242,JOSEFA DEL RÍO GUERRERO,TODOS,168,246,68.29%
BAYAMÓN,OROCOVIS,MOROVIS,18242,JOSEFA DEL RÍO GUERRERO,IMPEDIDOS,22,47,46.8%
BAYAMÓN,OROCOVIS,MOROVIS,18242,JOSEFA DEL RÍO GUERRERO,BAJO NIVEL DE POBREZA,106,171,61.98%
BAYAMÓN,OROCOVIS,MOROVIS,18242,JOSEFA DEL RÍO GUERRERO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,4,4,100%
BAYAMÓN,OROCOVIS,MOROVIS,18242,JOSEFA DEL RÍO GUERRERO,PUERTORRIQUEÑOS,168,245,68.57%
BAYAMÓN,OROCOVIS,MOROVIS,18242,JOSEFA DEL RÍO GUERRERO,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
BAYAMÓN,OROCOVIS,MOROVIS,18242,JOSEFA DEL RÍO GUERRERO,BLANCOS NO HISPANOS,0,0,0%
BAYAMÓN,OROCOVIS,MOROVIS,18242,JOSEFA DEL RÍO GUERRERO,OTRO ORIGEN ÉTNICO,0,1,0%
BAYAMÓN,OROCOVIS,MOROVIS,18242,JOSEFA DEL RÍO GUERRERO,FEMENINO,86,118,72.88%
BAYAMÓN,OROCOVIS,MOROVIS,18242,JOSEFA DEL RÍO GUERRERO,MASCULINO,82,128,64.06%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSÉ N. GÁNDARA,TODOS,147,189,77.77%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSÉ N. GÁNDARA,IMPEDIDOS,14,25,56%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSÉ N. GÁNDARA,BAJO NIVEL DE POBREZA,96,128,75%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSÉ N. GÁNDARA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,2,2,100%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSÉ N. GÁNDARA,PUERTORRIQUEÑOS,145,187,77.54%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSÉ N. GÁNDARA,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSÉ N. GÁNDARA,BLANCOS NO HISPANOS,2,2,100%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSÉ N. GÁNDARA,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSÉ N. GÁNDARA,FEMENINO,90,103,87.37%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSÉ N. GÁNDARA,MASCULINO,57,86,66.27%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLÓN BERDECIA  SUP. VOC.,TODOS,189,279,67.74%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLÓN BERDECIA  SUP. VOC.,IMPEDIDOS,41,78,52.56%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLÓN BERDECIA  SUP. VOC.,BAJO NIVEL DE POBREZA,132,203,65.02%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLÓN BERDECIA  SUP. VOC.,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLÓN BERDECIA  SUP. VOC.,PUERTORRIQUEÑOS,189,279,67.74%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLÓN BERDECIA  SUP. VOC.,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLÓN BERDECIA  SUP. VOC.,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLÓN BERDECIA  SUP. VOC.,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLÓN BERDECIA  SUP. VOC.,FEMENINO,93,125,74.4%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLÓN BERDECIA  SUP. VOC.,MASCULINO,96,154,62.33%
CAGUAS,GURABO,CAGUAS II,20800,JOSÉ GAUTIER BENÍTEZ,TODOS,82,126,65.07%
CAGUAS,GURABO,CAGUAS II,20800,JOSÉ GAUTIER BENÍTEZ,IMPEDIDOS,23,35,65.71%
CAGUAS,GURABO,CAGUAS II,20800,JOSÉ GAUTIER BENÍTEZ,BAJO NIVEL DE POBREZA,59,93,63.44%
CAGUAS,GURABO,CAGUAS II,20800,JOSÉ GAUTIER BENÍTEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,GURABO,CAGUAS II,20800,JOSÉ GAUTIER BENÍTEZ,PUERTORRIQUEÑOS,80,121,66.11%
CAGUAS,GURABO,CAGUAS II,20800,JOSÉ GAUTIER BENÍTEZ,HISPANOS NO PUERTORRIQUEÑOS,2,5,40%
CAGUAS,GURABO,CAGUAS II,20800,JOSÉ GAUTIER BENÍTEZ,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GURABO,CAGUAS II,20800,JOSÉ GAUTIER BENÍTEZ,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GURABO,CAGUAS II,20800,JOSÉ GAUTIER BENÍTEZ,FEMENINO,45,70,64.28%
CAGUAS,GURABO,CAGUAS II,20800,JOSÉ GAUTIER BENÍTEZ,MASCULINO,37,56,66.07%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSÉ OSUNA,TODOS,155,229,67.68%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSÉ OSUNA,IMPEDIDOS,37,60,61.66%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSÉ OSUNA,BAJO NIVEL DE POBREZA,127,189,67.19%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSÉ OSUNA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,1,0%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSÉ OSUNA,PUERTORRIQUEÑOS,154,227,67.84%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSÉ OSUNA,HISPANOS NO PUERTORRIQUEÑOS,1,2,50%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSÉ OSUNA,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSÉ OSUNA,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSÉ OSUNA,FEMENINO,72,106,67.92%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSÉ OSUNA,MASCULINO,83,123,67.47%
CAGUAS,GURABO,CAGUAS I,20982,REPÚBLICA DE COSTA RICA,TODOS,204,221,92.3%
CAGUAS,GURABO,CAGUAS I,20982,REPÚBLICA DE COSTA RICA,IMPEDIDOS,32,35,91.42%
CAGUAS,GURABO,CAGUAS I,20982,REPÚBLICA DE COSTA RICA,BAJO NIVEL DE POBREZA,138,150,92%
CAGUAS,GURABO,CAGUAS I,20982,REPÚBLICA DE COSTA RICA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,GURABO,CAGUAS I,20982,REPÚBLICA DE COSTA RICA,PUERTORRIQUEÑOS,203,220,92.27%
CAGUAS,GURABO,CAGUAS I,20982,REPÚBLICA DE COSTA RICA,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
CAGUAS,GURABO,CAGUAS I,20982,REPÚBLICA DE COSTA RICA,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GURABO,CAGUAS I,20982,REPÚBLICA DE COSTA RICA,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GURABO,CAGUAS I,20982,REPÚBLICA DE COSTA RICA,FEMENINO,95,99,95.95%
CAGUAS,GURABO,CAGUAS I,20982,REPÚBLICA DE COSTA RICA,MASCULINO,109,122,89.34%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,TODOS,261,373,69.97%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,IMPEDIDOS,39,67,58.2%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,BAJO NIVEL DE POBREZA,178,261,68.19%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,PUERTORRIQUEÑOS,259,369,70.18%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,HISPANOS NO PUERTORRIQUEÑOS,2,4,50%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,FEMENINO,158,211,74.88%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,MASCULINO,103,162,63.58%
CAGUAS,CIDRA,CAYEY,21105,BENJAMÍN HARRISON,TODOS,220,259,84.94%
CAGUAS,CIDRA,CAYEY,21105,BENJAMÍN HARRISON,IMPEDIDOS,58,66,87.87%
CAGUAS,CIDRA,CAYEY,21105,BENJAMÍN HARRISON,BAJO NIVEL DE POBREZA,154,185,83.24%
CAGUAS,CIDRA,CAYEY,21105,BENJAMÍN HARRISON,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,CIDRA,CAYEY,21105,BENJAMÍN HARRISON,PUERTORRIQUEÑOS,220,259,84.94%
CAGUAS,CIDRA,CAYEY,21105,BENJAMÍN HARRISON,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
CAGUAS,CIDRA,CAYEY,21105,BENJAMÍN HARRISON,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,CIDRA,CAYEY,21105,BENJAMÍN HARRISON,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,CIDRA,CAYEY,21105,BENJAMÍN HARRISON,FEMENINO,97,117,82.9%
CAGUAS,CIDRA,CAYEY,21105,BENJAMÍN HARRISON,MASCULINO,123,142,86.61%
CAGUAS,CIDRA,CIDRA,21576,EDUCACIÓN BILINGUE LUIS MUÑOZ IGLESIAS,TODOS,22,22,100%
CAGUAS,CIDRA,CIDRA,21576,EDUCACIÓN BILINGUE LUIS MUÑOZ IGLESIAS,IMPEDIDOS,2,2,100%
CAGUAS,CIDRA,CIDRA,21576,EDUCACIÓN BILINGUE LUIS MUÑOZ IGLESIAS,BAJO NIVEL DE POBREZA,8,8,100%
CAGUAS,CIDRA,CIDRA,21576,EDUCACIÓN BILINGUE LUIS MUÑOZ IGLESIAS,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,CIDRA,CIDRA,21576,EDUCACIÓN BILINGUE LUIS MUÑOZ IGLESIAS,PUERTORRIQUEÑOS,22,22,100%
CAGUAS,CIDRA,CIDRA,21576,EDUCACIÓN BILINGUE LUIS MUÑOZ IGLESIAS,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
CAGUAS,CIDRA,CIDRA,21576,EDUCACIÓN BILINGUE LUIS MUÑOZ IGLESIAS,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,CIDRA,CIDRA,21576,EDUCACIÓN BILINGUE LUIS MUÑOZ IGLESIAS,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,CIDRA,CIDRA,21576,EDUCACIÓN BILINGUE LUIS MUÑOZ IGLESIAS,FEMENINO,13,13,100%
CAGUAS,CIDRA,CIDRA,21576,EDUCACIÓN BILINGUE LUIS MUÑOZ IGLESIAS,MASCULINO,9,9,100%
CAGUAS,BARRANQUITAS,COMERÍO,21758,JUANA COLÓN,TODOS,132,184,71.73%
CAGUAS,BARRANQUITAS,COMERÍO,21758,JUANA COLÓN,IMPEDIDOS,23,33,69.69%
CAGUAS,BARRANQUITAS,COMERÍO,21758,JUANA COLÓN,BAJO NIVEL DE POBREZA,107,150,71.33%
CAGUAS,BARRANQUITAS,COMERÍO,21758,JUANA COLÓN,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,BARRANQUITAS,COMERÍO,21758,JUANA COLÓN,PUERTORRIQUEÑOS,131,183,71.58%
CAGUAS,BARRANQUITAS,COMERÍO,21758,JUANA COLÓN,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
CAGUAS,BARRANQUITAS,COMERÍO,21758,JUANA COLÓN,BLANCOS NO HISPANOS,1,1,100%
CAGUAS,BARRANQUITAS,COMERÍO,21758,JUANA COLÓN,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,BARRANQUITAS,COMERÍO,21758,JUANA COLÓN,FEMENINO,74,97,76.28%
CAGUAS,BARRANQUITAS,COMERÍO,21758,JUANA COLÓN,MASCULINO,58,87,66.66%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSÉ CAMPECHE,TODOS,166,222,74.77%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSÉ CAMPECHE,IMPEDIDOS,22,33,66.66%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSÉ CAMPECHE,BAJO NIVEL DE POBREZA,111,155,71.61%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSÉ CAMPECHE,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,2,2,100%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSÉ CAMPECHE,PUERTORRIQUEÑOS,163,218,74.77%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSÉ CAMPECHE,HISPANOS NO PUERTORRIQUEÑOS,3,4,75%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSÉ CAMPECHE,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSÉ CAMPECHE,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSÉ CAMPECHE,FEMENINO,94,116,81.03%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSÉ CAMPECHE,MASCULINO,72,106,67.92%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELÉNDEZ MUÑOZ,TODOS,219,306,71.56%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELÉNDEZ MUÑOZ,IMPEDIDOS,46,80,57.5%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELÉNDEZ MUÑOZ,BAJO NIVEL DE POBREZA,115,180,63.88%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELÉNDEZ MUÑOZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,1,0%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELÉNDEZ MUÑOZ,PUERTORRIQUEÑOS,216,301,71.76%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELÉNDEZ MUÑOZ,HISPANOS NO PUERTORRIQUEÑOS,3,5,60%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELÉNDEZ MUÑOZ,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELÉNDEZ MUÑOZ,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELÉNDEZ MUÑOZ,FEMENINO,126,159,79.24%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELÉNDEZ MUÑOZ,MASCULINO,93,147,63.26%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LÓPEZ LANDRÓN,TODOS,140,195,71.79%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LÓPEZ LANDRÓN,IMPEDIDOS,20,32,62.5%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LÓPEZ LANDRÓN,BAJO NIVEL DE POBREZA,98,135,72.59%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LÓPEZ LANDRÓN,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LÓPEZ LANDRÓN,PUERTORRIQUEÑOS,138,193,71.5%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LÓPEZ LANDRÓN,HISPANOS NO PUERTORRIQUEÑOS,2,2,100%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LÓPEZ LANDRÓN,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LÓPEZ LANDRÓN,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LÓPEZ LANDRÓN,FEMENINO,82,108,75.92%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LÓPEZ LANDRÓN,MASCULINO,58,87,66.66%
CAGUAS,GURABO,CAGUAS I,25601,ELOISA PASCUAL,TODOS,158,221,71.49%
CAGUAS,GURABO,CAGUAS I,25601,ELOISA PASCUAL,IMPEDIDOS,26,44,59.09%
CAGUAS,GURABO,CAGUAS I,25601,ELOISA PASCUAL,BAJO NIVEL DE POBREZA,89,134,66.41%
CAGUAS,GURABO,CAGUAS I,25601,ELOISA PASCUAL,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,GURABO,CAGUAS I,25601,ELOISA PASCUAL,PUERTORRIQUEÑOS,152,212,71.69%
CAGUAS,GURABO,CAGUAS I,25601,ELOISA PASCUAL,HISPANOS NO PUERTORRIQUEÑOS,6,9,66.66%
CAGUAS,GURABO,CAGUAS I,25601,ELOISA PASCUAL,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GURABO,CAGUAS I,25601,ELOISA PASCUAL,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GURABO,CAGUAS I,25601,ELOISA PASCUAL,FEMENINO,91,117,77.77%
CAGUAS,GURABO,CAGUAS I,25601,ELOISA PASCUAL,MASCULINO,67,104,64.42%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARÍA CRUZ BUITRAGO,TODOS,53,79,67.08%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARÍA CRUZ BUITRAGO,IMPEDIDOS,7,14,50%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARÍA CRUZ BUITRAGO,BAJO NIVEL DE POBREZA,41,64,64.06%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARÍA CRUZ BUITRAGO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARÍA CRUZ BUITRAGO,PUERTORRIQUEÑOS,53,79,67.08%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARÍA CRUZ BUITRAGO,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARÍA CRUZ BUITRAGO,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARÍA CRUZ BUITRAGO,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARÍA CRUZ BUITRAGO,FEMENINO,30,40,75%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARÍA CRUZ BUITRAGO,MASCULINO,23,39,58.97%
CAGUAS,CIDRA,CIDRA,26013,ANA J. CANDELAS,TODOS,183,252,72.61%
CAGUAS,CIDRA,CIDRA,26013,ANA J. CANDELAS,IMPEDIDOS,35,60,58.33%
